snname,index,ra,dec,pmra,pmdec,ref_epoch,override,hemisphere,sn_ra,sn_dec,sn_z,program,priority,tns_name,iau_name,ptfiptf_name,spname,z,zerr,zdisp
ZTF19abvdgqo,1,294.946652763986,59.3677966551338,0.0,0.0,0.0,False,north,294.947039,59.367982,0.03683,RCF/ZTFmarshal,5.0,SN2019pfb,None,None,SN2019pfb,,,
ZTF19abvdgqo,2,294.949962435427,59.3654135522613,0.0,0.0,0.0,False,north,294.947039,59.367982,0.03683,RCF/ZTFmarshal,5.0,SN2019pfb,None,None,SN2019pfb,,,
ZTF19abvgwvp,1,46.4941553968949,-0.315207461262871,0.0,0.0,0.0,False,south,46.493652,-0.317034,0.13,RCF/ZTFmarshal,4.0,SN2019plw,None,None,SN2019plw,,,
ZTF19abvgwvp,2,46.4960325025286,-0.315766439080884,0.0,0.0,0.0,False,south,46.493652,-0.317034,0.13,RCF/ZTFmarshal,4.0,SN2019plw,None,None,SN2019plw,,,
ZTF19abvgxrq,1,67.3447134655951,0.618643774490671,0.0,0.0,0.0,False,south,67.344668,0.618759,0.097,RCF/ZTFmarshal,5.0,AT2019pev,None,None,AT2019pev,,,
ZTF19abvgxrq,2,67.3475091610783,0.61764345226391,0.0,0.0,0.0,False,south,67.344668,0.618759,0.097,RCF/ZTFmarshal,5.0,AT2019pev,None,None,AT2019pev,,,
ZTF19abvhduf,1,97.1406725047586,56.0762447441634,0.0,0.0,0.0,False,north,97.139697,56.075219,0.029,RCF/ZTFmarshal,5.0,SN2019phj,None,None,SN2019phj,,,
ZTF19abvimhc,1,221.847802372531,16.1707524438793,0.0,0.0,0.0,False,south,221.846856,16.171218,0.0743,RCF,1.0,AT2019pte,None,None,AT2019pte,,,
ZTF19abvimhc,2,221.847578486892,16.1707243890732,0.0,0.0,0.0,False,south,221.846856,16.171218,0.0743,RCF,1.0,AT2019pte,None,None,AT2019pte,,,
ZTF19abvimho,1,225.100671787389,20.2111291090294,0.0,0.0,0.0,False,south,225.10098,20.212379,-9999.0,RCF,1.0,AT2019ptc,None,None,AT2019ptc,,,
ZTF19abvimho,2,225.09950672856,20.2161638215709,0.0,0.0,0.0,False,south,225.10098,20.212379,-9999.0,RCF,1.0,AT2019ptc,None,None,AT2019ptc,,,
ZTF19abvimho,3,225.104944904461,20.2106448324565,0.0,0.0,0.0,False,south,225.10098,20.212379,-9999.0,RCF,1.0,AT2019ptc,None,None,AT2019ptc,,,
ZTF19abvionh,1,253.750809343954,14.0514679431679,0.0,0.0,0.0,False,south,253.7509242,14.0513304,0.0985,ZTFmarshal,1.0,AT2019pip,None,None,AT2019pip,,,
ZTF19abvionh,2,253.752109334422,14.0503747608884,0.0,0.0,0.0,False,south,253.7509242,14.0513304,0.0985,ZTFmarshal,1.0,AT2019pip,None,None,AT2019pip,,,
ZTF19abvitks,1,215.904145105545,65.1322072101979,0.0,0.0,0.0,False,north,215.907356,65.132181,0.04556,RCF,1.0,AT2019prs,None,None,AT2019prs,,,
ZTF19abvizsw,1,279.47310063789,61.4979296343368,0.0,0.0,0.0,False,north,279.4728197,61.4979839,1.26,ZTFmarshal,1.0,AT2019pim,None,None,AT2019pim,,,
ZTF19abvjcii,1,257.97057932823,72.4208672448502,0.0,0.0,0.0,False,north,257.970419,72.421097,0.056,RCF/ZTFmarshal,5.0,SN2019pny,None,None,SN2019pny,,,
ZTF19abvjdfc,1,345.797273019202,6.73312421025346,0.0,0.0,0.0,False,south,345.797196,6.733105,0.096,RCF/ZTFmarshal,4.0,SN2019pkc,None,None,SN2019pkc,,,
ZTF19abvjnsm,1,267.202716945779,44.6932231469414,0.0,0.0,0.0,False,north,267.202734,44.693233,-9999.0,RCF/ZTFmarshal,5.0,AT2019pio,None,None,AT2019pio,,,
ZTF19abvjnsm,2,267.200654182477,44.6923185669187,0.0,0.0,0.0,False,north,267.202734,44.693233,-9999.0,RCF/ZTFmarshal,5.0,AT2019pio,None,None,AT2019pio,,,
ZTF19abvjnsm,3,267.210649727405,44.7014711245651,0.0,0.0,0.0,False,north,267.202734,44.693233,-9999.0,RCF/ZTFmarshal,5.0,AT2019pio,None,None,AT2019pio,,,
ZTF19abvvpoh,1,241.016213228376,18.4712260465973,0.0,0.0,0.0,False,south,241.01617,18.471717,0.0371,RCF/ZTFmarshal,3.0,SN2019pqn,None,None,SN2019pqn,,,
ZTF19abwamby,1,233.863337071322,72.6554504043495,0.0,0.0,0.0,False,north,233.863251,72.655343,0.05,RCF/ZTFmarshal,5.0,SN2019pzt,None,None,SN2019pzt,,,
ZTF19abwaohs,1,297.35504687247,62.5331184673431,0.0,0.0,0.0,False,north,297.353891,62.518888,0.07,RCF/ZTFmarshal,5.0,SN2019pnw,None,None,SN2019pnw,,,
ZTF19abwaohs,2,297.331305371062,62.5263367289311,0.0,0.0,0.0,False,north,297.353891,62.518888,0.07,RCF/ZTFmarshal,5.0,SN2019pnw,None,None,SN2019pnw,,,
ZTF19abwnpus,1,339.492565827623,7.45831262221949,0.0,0.0,0.0,False,south,339.486794,7.460525,0.05,RCF/ZTFmarshal,4.0,SN2019pnz,None,None,SN2019pnz,,,
ZTF19abwnpus,2,339.490565885632,7.45428642217822,0.0,0.0,0.0,False,south,339.486794,7.460525,0.05,RCF/ZTFmarshal,4.0,SN2019pnz,None,None,SN2019pnz,,,
ZTF19abwouqp,1,355.241419551468,17.4958332129764,0.0,0.0,0.0,False,south,355.241342,17.495773,0.075,RCF/ZTFmarshal,5.0,SN2019poc,None,None,SN2019poc,,,
ZTF19abwsagv,1,64.7104312722291,-8.93781438565214,0.0,0.0,0.0,False,south,64.711143,-8.937618,0.038,RCF/ZTFmarshal,5.0,SN2019pnl,None,None,SN2019pnl,,,
ZTF19abwsagv,2,64.7135084060727,-8.92312730752175,0.0,0.0,0.0,False,south,64.711143,-8.937618,0.038,RCF/ZTFmarshal,5.0,SN2019pnl,None,None,SN2019pnl,,,
ZTF19abwscnk,1,11.785625,-20.7603888889,0.0,0.0,0.0,False,south,11.406353,-20.874898,-9999.0,RCF/ZTFmarshal,4.0,AT2019pok,None,None,AT2019pok,,,
ZTF19abwscog,1,13.2938716476407,-21.5169419655887,0.0,0.0,0.0,False,south,13.293631,-21.516948,0.059254,RCF/ZTFmarshal,5.0,SN2019poe,None,None,SN2019poe,,,
ZTF19abwscog,2,13.301357980648,-21.5217241534784,0.0,0.0,0.0,False,south,13.293631,-21.516948,0.059254,RCF/ZTFmarshal,5.0,SN2019poe,None,None,SN2019poe,,,
ZTF19abwsecm,1,49.5985273160996,-1.93156525677745,0.0,0.0,0.0,False,south,49.599165,-1.930461,0.022019,RCF/ZTFmarshal,5.0,SN2019pmd,None,None,SN2019pmd,,,
ZTF19abwsmmd,1,22.6664195426377,-19.7126987060679,0.0,0.0,0.0,False,south,22.6664089,-19.7124049,0.0972,ZTFmarshal,1.0,AT2019pnc,None,None,AT2019pnc,,,
ZTF19abwswzb,1,11.533735423414,9.13970575351697,0.0,0.0,0.0,False,south,11.533438,9.139779,0.041,RCF/ZTFmarshal,5.0,SN2019pkg,None,None,SN2019pkg,,,
ZTF19abwsxug,1,31.5119706637091,30.6075458102597,0.0,0.0,0.0,False,south,31.512082,30.60758,0.083,RCF/ZTFmarshal,4.0,SN2019pyd,None,None,SN2019pyd,,,
ZTF19abwtgqb,1,60.1017930180022,-25.0127213413083,0.0,0.0,0.0,False,south,60.1016266,-25.0123716,0.1,ZTFmarshal,1.0,AT2019pzs,None,None,AT2019pzs,,,
ZTF19abwztsb,1,271.150333333,21.6378888889,0.0,0.0,0.0,False,south,271.168089,21.634512,0.007415,RCF/ZTFmarshal,5.0,SN2019pjs,None,None,SN2019pjs,,,
ZTF19abxdnhr,1,257.440467929861,31.7393793173876,0.0,0.0,0.0,False,north,257.439665,31.739218,0.054,RCF/ZTFmarshal,5.0,SN2019prt,None,None,SN2019prt,,,
ZTF19abxdnmh,1,239.865476726362,39.8938397515205,0.0,0.0,0.0,False,north,239.865379,39.89339,-9999.0,RCF,4.0,AT2019prj,None,None,AT2019prj,,,
ZTF19abxdnzt,1,239.58143743564,46.9279625731142,0.0,0.0,0.0,False,north,239.581585,46.928014,0.04,RCF/ZTFmarshal,5.0,SN2019pru,None,None,SN2019pru,,,
ZTF19abxdsmb,1,238.231594536049,32.1246599863412,0.0,0.0,0.0,False,north,238.2316654,32.1246852,0.0482,ZTFmarshal,1.0,AT2019zzy,None,None,AT2019zzy,,,
ZTF19abxdsmb,2,238.233854951956,32.1209460166446,0.0,0.0,0.0,False,north,238.2316654,32.1246852,0.0482,ZTFmarshal,1.0,AT2019zzy,None,None,AT2019zzy,,,
ZTF19abxfeln,1,310.134409560838,1.81832266741763,0.0,0.0,0.0,False,south,310.134651,1.818171,0.1,RCF/ZTFmarshal,4.0,SN2019qfc,None,None,SN2019qfc,,,
ZTF19abxfeln,2,310.134325379535,1.81769946696096,0.0,0.0,0.0,False,south,310.134651,1.818171,0.1,RCF/ZTFmarshal,4.0,SN2019qfc,None,None,SN2019qfc,,,
ZTF19abxfhrq,1,277.584449746472,50.7465243967844,0.0,0.0,0.0,False,north,277.584182,50.746484,0.047429,RCF/ZTFmarshal,5.0,SN2019prw,None,None,SN2019prw,,,
ZTF19abxgatn,1,264.173776801547,70.9105819125596,0.0,0.0,0.0,False,north,264.1670417,70.9107869,0.038437,ZTFmarshal,1.0,AT2019pms,None,None,AT2019pms,,,
ZTF19abxihut,1,345.353851526639,-2.80195770578059,0.0,0.0,0.0,False,south,345.354425,-2.801657,0.086,RCF/ZTFmarshal,5.0,SN2019pmy,None,None,SN2019pmy,,,
ZTF19abxnycf,1,48.857409145211,-19.3598563585699,0.0,0.0,0.0,False,south,48.857888,-19.359619,0.068077,RCF/ZTFmarshal,5.0,SN2019pnk,None,None,SN2019pnk,,,
ZTF19abxphdh,1,109.714958333,55.4676111111,0.0,0.0,0.0,False,north,109.7100402,55.4643612,0.035461,ZTFmarshal,1.0,AT2019pnm,None,None,AT2019pnm,,,
ZTF19abxqppy,1,235.376666667,15.7876666667,0.0,0.0,0.0,False,south,235.376393,15.784242,0.01429,RCF/ZTFmarshal,3.0,SN2019pqo,None,None,SN2019pqo,,,
ZTF19abxsivn,1,340.832958333,34.0015,0.0,0.0,0.0,False,south,340.8319835,34.0101836,0.022,ZTFmarshal,1.0,None,None,None,ZTF19abxsivn,,,
ZTF19abxtcio,1,18.1606996473344,33.0350466722741,0.0,0.0,0.0,False,south,18.157827,33.03493,0.0155,RCF/ZTFmarshal,5.0,SN2019pof,None,None,SN2019pof,,,
ZTF19abxtdgh,1,37.7473856540894,22.4011872902156,0.0,0.0,0.0,False,south,37.74735,22.401194,0.0312,RCF/ZTFmarshal,5.0,SN2019pzr,None,None,SN2019pzr,,,
ZTF19abxtdgh,2,37.7499420620835,22.3988877956884,0.0,0.0,0.0,False,south,37.74735,22.401194,0.0312,RCF/ZTFmarshal,5.0,SN2019pzr,None,None,SN2019pzr,,,
ZTF19abxtupj,1,6.61861124639857,-1.13087813682983,0.0,0.0,0.0,False,north,6.617881,-1.1314934,0.134,ZTFmarshal,1.0,AT2019pqh,None,None,AT2019pqh,,,
ZTF19abxvjkn,1,118.299604675087,16.6061657817863,0.0,0.0,0.0,False,south,118.300075,16.606984,0.05418,RCF/ZTFmarshal,3.0,SN2019ppc,None,None,SN2019ppc,,,
ZTF19abxvjkn,2,118.297943095207,16.6036703271773,0.0,0.0,0.0,False,south,118.300075,16.606984,0.05418,RCF/ZTFmarshal,3.0,SN2019ppc,None,None,SN2019ppc,,,
ZTF19abxvjzn,1,114.953055380694,21.9790956380214,0.0,0.0,0.0,False,south,114.953378,21.979028,0.05,RCF/ZTFmarshal,3.0,SN2019ppd,None,None,SN2019ppd,,,
ZTF19abxvtiy,1,130.258061204635,49.2923034460644,0.0,0.0,0.0,False,north,130.259659,49.293042,0.0542,RCF/ZTFmarshal,3.0,SN2019pph,None,None,SN2019pph,,,
ZTF19abxvtmn,1,133.89564667924,49.1602551440745,0.0,0.0,0.0,False,north,133.897485,49.160281,0.052,RCF/ZTFmarshal,4.0,SN2019ppi,None,None,SN2019ppi,,,
ZTF19abxvtmy,1,132.328708333,46.3812777778,0.0,0.0,0.0,False,north,132.329542,46.380901,0.041016,RCF/ZTFmarshal,3.0,SN2019ppj,None,None,SN2019ppj,,,
ZTF19abxvtxk,1,133.926940068113,51.2111425677762,0.0,0.0,0.0,False,north,133.925298,51.211224,0.08,RCF/ZTFmarshal,3.0,SN2019ppk,None,None,SN2019ppk,,,
ZTF19abxvujw,1,119.554462842628,40.8454413189255,0.0,0.0,0.0,False,north,119.554457,40.845478,-9999.0,RCF,4.0,AT2019pyi,None,None,AT2019pyi,,,
ZTF19abxvuoj,1,125.407398338717,35.7603752940569,0.0,0.0,0.0,False,north,125.408592,35.760044,-9999.0,RCF,1.0,AT2019ppl,None,None,AT2019ppl,,,
ZTF19abxvuoj,2,125.40903481623,35.7661661447372,0.0,0.0,0.0,False,north,125.408592,35.760044,-9999.0,RCF,1.0,AT2019ppl,None,None,AT2019ppl,,,
ZTF19abxwfdb,1,251.144713195473,1.51016737666087,0.0,0.0,0.0,False,south,251.145542,1.505879,-9999.0,RCF,1.0,AT2019pos,None,None,AT2019pos,,,
ZTF19abxwfdb,2,251.151435562381,1.5089068792816,0.0,0.0,0.0,False,south,251.145542,1.505879,-9999.0,RCF,1.0,AT2019pos,None,None,AT2019pos,,,
ZTF19abxwfdb,3,251.149278901319,1.5019405079741,0.0,0.0,0.0,False,south,251.145542,1.505879,-9999.0,RCF,1.0,AT2019pos,None,None,AT2019pos,,,
ZTF19abxwfgr,1,221.113595915968,32.0014419892556,0.0,0.0,0.0,False,north,221.113669,32.002596,-9999.0,RCF,1.0,AT2019prk,None,None,AT2019prk,,,
ZTF19abxwfgr,2,221.113279088911,32.0026844722763,0.0,0.0,0.0,False,north,221.113669,32.002596,-9999.0,RCF,1.0,AT2019prk,None,None,AT2019prk,,,
ZTF19abxwhxm,1,209.080166667,28.5363611111,0.0,0.0,0.0,False,south,209.07961,28.538043,0.03466,RCF/ZTFmarshal,3.0,SN2019ptd,None,None,SN2019ptd,,,
ZTF19abxwkij,1,209.733684453865,72.3357747100392,0.0,0.0,0.0,False,north,209.735435,72.335595,-9999.0,RCF,1.0,AT2019prm,None,None,AT2019prm,,,
ZTF19abxwkij,2,209.737235864918,72.3338796633134,0.0,0.0,0.0,False,north,209.735435,72.335595,-9999.0,RCF,1.0,AT2019prm,None,None,AT2019prm,,,
ZTF19abyatwa,1,349.831993287267,4.59001289439408,0.0,0.0,0.0,False,south,349.8303266,4.5896391,0.054,ZTFmarshal,1.0,None,None,None,ZTF19abyatwa,,,
ZTF19abyauep,1,349.05823701535,9.87954559523494,0.0,0.0,0.0,False,south,349.0581239,9.8798412,0.04,ZTFmarshal,1.0,None,None,None,ZTF19abyauep,,,
ZTF19abybqwb,1,27.1151852206831,-8.82503392570101,0.0,0.0,0.0,False,south,27.1151557,-8.8249768,0.0363,ZTFmarshal,1.0,AT2019pui,None,None,AT2019pui,,,
ZTF19abycslo,1,33.8115462140761,-12.1648749469431,0.0,0.0,0.0,False,south,33.811708,-12.164494,0.09,RCF/ZTFmarshal,4.0,SN2019pva,None,None,SN2019pva,,,
ZTF19abyfbik,1,267.64848872315,20.0888044187486,0.0,0.0,0.0,False,south,267.648746,20.089203,0.065,RCF/ZTFmarshal,5.0,SN2019pyt,None,None,SN2019pyt,,,
ZTF19abyfbqn,1,261.524010482624,27.2941702223419,0.0,0.0,0.0,False,south,261.5240363,27.2941508,0.127,ZTFmarshal,1.0,AT2019qgn,None,None,AT2019qgn,,,
ZTF19abyfbqn,2,261.523840258244,27.2835535165724,0.0,0.0,0.0,False,south,261.5240363,27.2941508,0.127,ZTFmarshal,1.0,AT2019qgn,None,None,AT2019qgn,,,
ZTF19abyhhkb,1,350.524000916454,10.646515776496,0.0,0.0,0.0,False,south,350.5238109,10.6466218,0.2725,ZTFmarshal,1.0,None,None,None,ZTF19abyhhkb,,,
ZTF19abyhxzp,1,20.5060638176622,7.44480852245221,0.0,0.0,0.0,False,south,20.496513,7.452789,0.086,RCF/ZTFmarshal,5.0,SN2019qic,None,None,SN2019qic,,,
ZTF19abyhxzp,2,20.5057404401015,7.44608203338589,0.0,0.0,0.0,False,south,20.496513,7.452789,0.086,RCF/ZTFmarshal,5.0,SN2019qic,None,None,SN2019qic,,,
ZTF19abyihtb,1,347.822583333,17.8819444444,0.0,0.0,0.0,False,south,347.8224907,17.8819882,0.039494,ZTFmarshal,1.0,AT2019rwc,None,None,AT2019rwc,,,
ZTF19abyirjl,1,30.4702096910017,30.7333145863915,0.0,0.0,0.0,False,south,30.4711756,30.7335502,0.111,ZTFmarshal,1.0,AT2019pxe,None,None,AT2019pxe,,,
ZTF19abyjgal,1,123.361954814665,65.4544665981445,0.0,0.0,0.0,False,north,123.361978,65.454532,0.1,RCF/ZTFmarshal,3.0,SN2019pyr,None,None,SN2019pyr,,,
ZTF19abyjhpz,1,123.197875,44.3573888889,0.0,0.0,0.0,False,north,123.185797,44.388879,0.096,RCF/ZTFmarshal,4.0,SN2019qbx,None,None,SN2019qbx,,,
ZTF19abyjmhl,1,47.0655833333,-24.6724444444,0.0,0.0,0.0,False,south,47.0664921,-24.6699714,0.032,ZTFmarshal,1.0,AT2019tyc,None,None,AT2019tyc,,,
ZTF19abyjnub,1,38.0411393611065,-23.1326064344255,0.0,0.0,0.0,False,south,38.041037,-23.1325,-9999.0,RCF,0.0,AT2019zyp,None,None,AT2019zyp,,,
ZTF19abyjnub,2,38.0445815305735,-23.1346856895335,0.0,0.0,0.0,False,south,38.041037,-23.1325,-9999.0,RCF,0.0,AT2019zyp,None,None,AT2019zyp,,,
ZTF19abyjnub,3,38.0429736934688,-23.1380821282646,0.0,0.0,0.0,False,south,38.041037,-23.1325,-9999.0,RCF,0.0,AT2019zyp,None,None,AT2019zyp,,,
ZTF19abyjzvd,1,252.05488294248,48.0816015636049,0.0,0.0,0.0,False,north,252.0537714,48.080566,0.137,ZTFmarshal,1.0,SN2019qav,None,None,SN2019qav,,,
ZTF19abymhad,1,62.7623067499794,-16.512614773842,0.0,0.0,0.0,False,south,62.762362,-16.512489,0.13,RCF/ZTFmarshal,4.0,SN2019pzb,None,None,SN2019pzb,,,
ZTF19abymhad,2,62.7545615588997,-16.5162639342053,0.0,0.0,0.0,False,south,62.762362,-16.512489,0.13,RCF/ZTFmarshal,4.0,SN2019pzb,None,None,SN2019pzb,,,
ZTF19abymukc,1,128.853083333,23.5251388889,0.0,0.0,0.0,False,south,128.855812,23.527663,0.022,RCF/ZTFmarshal,3.0,SN2019qfz,None,None,SN2019qfz,,,
ZTF19abymuls,1,132.428300313222,22.7191217801546,0.0,0.0,0.0,False,south,132.428738,22.718223,0.0838,RCF/ZTFmarshal,1.0,AT2019qpl,None,None,AT2019qpl,,,
ZTF19abymvoy,1,143.797306362784,48.7189787179437,0.0,0.0,0.0,False,north,143.796208,48.718201,0.024,RCF/ZTFmarshal,3.0,SN2019pqd,None,None,SN2019pqd,,,
ZTF19abymvpq,1,140.731349903346,54.0278856563344,0.0,0.0,0.0,False,north,140.7313,54.02822,0.06,RCF/ZTFmarshal,5.0,SN2019qeo,None,None,SN2019qeo,,,
ZTF19abymvpt,1,134.995977431555,53.9117985184027,0.0,0.0,0.0,False,north,134.995529,53.911306,-9999.0,RCF/ZTFmarshal,1.0,AT2019plp,None,None,AT2019plp,,,
ZTF19abyuzch,1,277.308738715065,41.0412147461101,0.0,0.0,0.0,False,north,277.307534,41.042346,0.024,RCF/ZTFmarshal,5.0,SN2019qch,None,None,SN2019qch,,,
ZTF19abywmqw,1,96.101,53.9253888889,0.0,0.0,0.0,False,north,96.1035517,53.925298,0.039454,ZTFmarshal,1.0,None,None,None,ZTF19abywmqw,,,
ZTF19abywtke,1,99.3917534530547,69.1523343006819,0.0,0.0,0.0,False,north,99.3915889,69.1523377,0.04106,ZTFmarshal,1.0,None,None,None,ZTF19abywtke,,,
ZTF19abywtke,2,99.3845662035206,69.1359978733372,0.0,0.0,0.0,False,north,99.3915889,69.1523377,0.04106,ZTFmarshal,1.0,None,None,None,ZTF19abywtke,,,
ZTF19abzfgtf,1,264.726893373591,62.680394157825,0.0,0.0,0.0,False,north,264.7261682,62.6823553,-9999.0,ZTFmarshal,1.0,AT2019qib,None,None,AT2019qib,,,
ZTF19abzfgtf,2,264.72227658015,62.6875422140668,0.0,0.0,0.0,False,north,264.7261682,62.6823553,-9999.0,ZTFmarshal,1.0,AT2019qib,None,None,AT2019qib,,,
ZTF19abzfmak,1,267.785572241084,24.8023632673712,0.0,0.0,0.0,False,south,267.786497,24.803484,0.074,RCF/ZTFmarshal,5.0,SN2019qfq,None,None,SN2019qfq,,,
ZTF19abzhfjj,1,9.00656447808627,-5.38389439156362,0.0,0.0,0.0,False,south,9.006957,-5.383866,0.068,RCF/ZTFmarshal,5.0,SN2019qjj,None,None,SN2019qjj,,,
ZTF19abzhfjj,2,8.99619138999562,-5.37754762211619,0.0,0.0,0.0,False,south,9.006957,-5.383866,0.068,RCF/ZTFmarshal,5.0,SN2019qjj,None,None,SN2019qjj,,,
ZTF19abzhzet,1,244.637299013197,45.7157119500177,0.0,0.0,0.0,False,north,244.643556,45.713188,0.05872,RCF/ZTFmarshal,5.0,SN2019qgg,None,None,SN2019qgg,,,
ZTF19abzihnr,1,272.130446473339,59.8131035059919,0.0,0.0,0.0,False,north,272.1310823,59.812976,0.045,ZTFmarshal,1.0,None,None,None,ZTF19abzihnr,,,
ZTF19abzihnr,2,272.141618535247,59.8144993447781,0.0,0.0,0.0,False,north,272.1310823,59.812976,0.045,ZTFmarshal,1.0,None,None,None,ZTF19abzihnr,,,
ZTF19abzkdeo,1,320.015548148431,0.71777057536217,0.0,0.0,0.0,False,north,320.0145627,0.7224063,-9999.0,ZTFmarshal,1.0,AT2019qgz,None,None,AT2019qgz,,,
ZTF19abzkdeo,2,320.01372214759,0.71123620709932,0.0,0.0,0.0,False,north,320.0145627,0.7224063,-9999.0,ZTFmarshal,1.0,AT2019qgz,None,None,AT2019qgz,,,
ZTF19abzkexb,1,320.549301493133,11.5603300493617,0.0,0.0,0.0,False,south,320.550288,11.560076,0.0867,RCF/ZTFmarshal,4.0,SN2019qhl,None,None,SN2019qhl,,,
ZTF19abzkiuv,1,349.328249109798,-5.40535139468903,0.0,0.0,0.0,False,south,349.327704,-5.403912,0.059,RCF/ZTFmarshal,5.0,SN2019qjb,None,None,SN2019qjb,,,
ZTF19abzkyjy,1,24.0276789601724,-7.75722895463624,0.0,0.0,0.0,False,south,24.02751,-7.756937,0.113,RCF/ZTFmarshal,4.0,SN2019qhm,None,None,SN2019qhm,,,
ZTF19abzkyjy,2,24.0415655529691,-7.75373546319778,0.0,0.0,0.0,False,south,24.02751,-7.756937,0.113,RCF/ZTFmarshal,4.0,SN2019qhm,None,None,SN2019qhm,,,
ZTF19abzlcjk,1,15.6462004909888,16.7435754468331,0.0,0.0,0.0,False,south,15.645746,16.742343,-9999.0,RCF,4.0,AT2019qhn,None,None,AT2019qhn,,,
ZTF19abzlsbl,1,58.0501752842664,-8.50767786932743,0.0,0.0,0.0,False,south,58.044671,-8.506384,0.03,RCF/ZTFmarshal,5.0,SN2019qih,None,None,SN2019qih,,,
ZTF19abzlvsz,1,111.751925844044,56.4013579300664,0.0,0.0,0.0,False,north,111.752071,56.401393,0.0448,RCF/ZTFmarshal,4.0,AT2019qhr,None,None,AT2019qhr,,,
ZTF19abzmnrh,1,241.441077217333,10.5940344342471,0.0,0.0,0.0,False,south,241.441111,10.59535,0.08,RCF/ZTFmarshal,3.0,SN2019qin,None,None,SN2019qin,,,
ZTF19abzmnuk,1,241.606083333,15.6858055556,0.0,0.0,0.0,False,south,241.563864,15.647623,0.039,RCF/ZTFmarshal,3.0,SN2019qia,None,None,SN2019qia,,,
ZTF19abzmoov,1,234.438375,22.4261944444,0.0,0.0,0.0,False,south,234.436271,22.426793,0.02482,RCF/ZTFmarshal,3.0,SN2019qba,None,None,SN2019qba,,,
ZTF19abzmpku,1,232.611979843295,36.7389289996553,0.0,0.0,0.0,False,north,232.611999,36.738949,0.05,RCF/ZTFmarshal,3.0,SN2019qqm,None,None,SN2019qqm,,,
ZTF19abzmpku,2,232.61498874354,36.7491181995095,0.0,0.0,0.0,False,north,232.611999,36.738949,0.05,RCF/ZTFmarshal,3.0,SN2019qqm,None,None,SN2019qqm,,,
ZTF19abzmpvb,1,235.366092184803,46.4851534118355,0.0,0.0,0.0,False,north,235.366156,46.485138,0.0758,RCF/ZTFmarshal,3.0,SN2019qpd,None,None,SN2019qpd,,,
ZTF19abzprev,1,16.6119773446614,19.1405775739832,0.0,0.0,0.0,False,south,16.6114048,19.1400975,-9999.0,ZTFmarshal,1.0,AT2019qly,None,None,AT2019qly,,,
ZTF19abzprev,2,16.6081776159969,19.142573866155,0.0,0.0,0.0,False,south,16.6114048,19.1400975,-9999.0,ZTFmarshal,1.0,AT2019qly,None,None,AT2019qly,,,
ZTF19abzprpk,1,15.127324591595,25.5940027205076,0.0,0.0,0.0,False,south,15.127284,25.593877,0.069,RCF/ZTFmarshal,4.0,SN2019qkz,None,None,SN2019qkz,,,
ZTF19abzpvaj,1,4.84314286332498,21.7756236609677,0.0,0.0,0.0,False,south,4.843109,21.775822,0.044,RCF/ZTFmarshal,5.0,SN2019tlv,None,None,SN2019tlv,,,
ZTF19abzqbgp,1,5.78980207315117,5.82822896519417,0.0,0.0,0.0,False,south,5.789762,5.828394,-9999.0,RCF,4.0,AT2019qiw,None,None,AT2019qiw,,,
ZTF19abzqdjy,1,353.112985262543,5.84873817678737,0.0,0.0,0.0,False,south,353.1134658,5.8488853,0.0436,ZTFmarshal,1.0,None,None,None,ZTF19abzqdjy,,,
ZTF19abzqdjy,2,353.106950056951,5.8493849967359,0.0,0.0,0.0,False,south,353.1134658,5.8488853,0.0436,ZTFmarshal,1.0,None,None,None,ZTF19abzqdjy,,,
ZTF19abzqkdz,1,28.570319573672,14.9589243522658,0.0,0.0,0.0,False,south,28.570053,14.958927,0.096,RCF/ZTFmarshal,4.0,SN2019qii,None,None,SN2019qii,,,
ZTF19abzqwpr,1,35.4914053729755,28.4692485619687,0.0,0.0,0.0,False,south,35.490287,28.469896,0.037,RCF/ZTFmarshal,5.0,SN2019qqw,None,None,SN2019qqw,,,
ZTF19abzqywg,1,46.4017471051977,-21.8259721085267,0.0,0.0,0.0,False,south,46.401597,-21.826249,0.045,RCF/ZTFmarshal,4.0,SN2019qwo,None,None,SN2019qwo,,,
ZTF19abzqywg,2,46.4010424799781,-21.827001083777,0.0,0.0,0.0,False,south,46.401597,-21.826249,0.045,RCF/ZTFmarshal,4.0,SN2019qwo,None,None,SN2019qwo,,,
ZTF19abzrcje,1,66.0990228895281,-27.5931389636279,0.0,0.0,0.0,False,south,66.100464,-27.593735,-9999.0,RCF/ZTFmarshal,1.0,AT2019qix,None,None,AT2019qix,,,
ZTF19abzrcov,1,119.962219029876,5.28111276564458,0.0,0.0,0.0,False,south,119.962647,5.281235,-9999.0,RCF,4.0,AT2019qjg,None,None,AT2019qjg,,,
ZTF19abzrdup,1,125.407781563725,40.8602066522436,0.0,0.0,0.0,False,north,125.40602,40.863467,0.1066,RCF/ZTFmarshal,4.0,SN2019qij,None,None,SN2019qij,,,
ZTF19abzrdup,2,125.403625477438,40.8617391167282,0.0,0.0,0.0,False,north,125.40602,40.863467,0.1066,RCF/ZTFmarshal,4.0,SN2019qij,None,None,SN2019qij,,,
ZTF19abzrezq,1,111.717482236601,33.0222476311759,0.0,0.0,0.0,False,north,111.7176276,33.0222053,0.055,ZTFmarshal,1.0,AT2019zzu,None,None,AT2019zzu,,,
